Name,Code,Factoid ID,Location,Pleiades,Geonames,Source,Source loc,Description in PBW,RELEVEN location type,Date,Dating authority,Outside source,Notes
Alexios,1,444076,Polybotos,,,Anna Komnene,471.46,"Polybotos: wanted to go on to Ikonion, via Polybotos",Does not specify presence,,,,
Alexios,1,444099,Ikonion,https://pleiades.stoa.org/places/648647,,Anna Komnene,471.57,"Ikonion: asked God to choose the goal of his campaign, between Philomelion and Ikonion",Does not specify presence,,,,
Alexios,1,444100,Philomelion (Asia Minor),https://pleiades.stoa.org/places/609501,,Anna Komnene,471.57,"Philomelion (Asia Minor): asked God to choose the goal of his campaign, between Ikonion and Philomelion",Does not specify presence,,,,
Alexios,1,444121,Mesanakta (Phrygia),,,Anna Komnene,473.22,Mesanakta (Phrygia): took Mesanakta (just before capturing Philomelion),Specifies presence,,,,
Alexios,1,444122,Philomelion (Asia Minor),https://pleiades.stoa.org/places/609501,,Anna Komnene,473.23,Philomelion (Asia Minor): stormed Philomelion,Specifies presence,,,,
Alexios,1,444183,Philomelion (Asia Minor),https://pleiades.stoa.org/places/609501,,Anna Komnene,481.92,Philomelion (Asia Minor): conducted his army and many non-combatants past Philomelion,Specifies presence,,,,
Alexios,1,444184,Damalis,https://pleiades.stoa.org/places/521001,,Anna Komnene,481.18,Damalis: kept his arrival at Damalis free from all ceremonies,Specifies presence,,,,
Alexios,1,444188,Constantinople: Hagios Paulos,,,Anna Komnene,482.33,Constantinople: Hagios Paulos: built the Orphanotropheion near Hagios Paulos,Specifies presence,,,,
Alexios,1,444240,Constantinople: Hippodrome,https://pleiades.stoa.org/places/773739435,,Anna Komnene,491.30,Constantinople: Hippodrome: burned <Basileios 179> on a pyre built in a huge trench in the hippodrome,Does not specify presence,,,,It is not clear whether the emperor attended the burning pile.
Alexios,11,234430,Constantinople: Hagia Sophia,https://pleiades.stoa.org/places/307220778,,Attaleiates: History,15.20-21 / 12.24-25,Constantinople: Hagia Sophia: was brought out by the crowds (protesting against <Zoe 1>'s banishment) from  Hagia Sophia,Specifies presence,,,,
Alexios,1,234754,Amaseia,https://pleiades.stoa.org/places/857018,,Attaleiates: History,199.14 / 147.3,Amaseia: arrived and awaited further developments at Amaseia,Specifies presence,J 1075-1076,Other,"K&K, n. 242.",
Alexios,1,234759,Amaseia,https://pleiades.stoa.org/places/857018,,Attaleiates: History,206.13 / 151.23,Amaseia: strived to purchase <Roussel 61> from the Turks while at the kastron of Amaseia,Specifies presence,,,,"K&K suggest that Alexios was 18 years old here and that therefore this happened in 1075 or 1076, n. 242."
Alexios,1,234792,Sely(m)bria (Thrace),https://pleiades.stoa.org/places/511414,,Attaleiates: History,250.20 / 181.5,Sely(m)bria (Thrace): retreated hastily to Constantinople with his troops from Sely(m)bria (Thrace),Specifies presence,,,,"Actually PBW is wrong, Selymbria is not mentioned here in the context of Alexios' troups, but as a place where Alexios was *present at* the moment when he decided to move to Constantinople."
Alexios,1,234847,Armeniakon,,,Attaleiates: History,288.23 / 206.24,Armeniakon: captured <Roussel 61> in the theme of Armeniakon,Specifies presence,,,,
Alexios,1,234848,Kalabrye (Thrace),,https://www.geonames.org/737444,Attaleiates: History,289.9 / 207.4,Kalabrye (Thrace): was informed of <Nikephoros 62>'s approach while resting at a place called Kalabrye (Thrace),Specifies presence,,,,
Alexios,1,234856,Thessalonike,https://pleiades.stoa.org/places/491741,,Attaleiates: History,299.13-14 / 214.9,"Thessalonike: pitched his camp on the other side of the river Vardar, at a distance from Thessalonike",Specifies presence near,,,,
Alexios,1,234857,Vardar,https://pleiades.stoa.org/places/491534,,Attaleiates: History,299.15-16 / 214.10,"Vardar: pitched his camp at a distance from Thessalonike, on the other side of the river called  Vardar",Specifies presence near,,,,
Alexios,1,234854,Thessalonike,https://pleiades.stoa.org/places/491741,,Attaleiates: History,299.8 / 214.4,Thessalonike: was sent against <Nikephoros 61> and marched towards Thessalonike,Does not specify presence,,,,
Alexios,1,234855,Peritheorion (Thrace),https://pleiades.stoa.org/places/501348,,Attaleiates: History,299.8-9 / 214.5,Peritheorion (Thrace): captured the garrison of Basilakes (<Nikephoros 61>) at Peritheorion (Thrace),Specifies presence,,,,
Alexios,1,234859,Thessalonike: Acropolis,https://pleiades.stoa.org/places/491741,,Attaleiates: History,300.7 / 214.21,Thessalonike: Acropolis: ordered his men to capture the  Acropolis,Does not specify presence,,,,
Alexios,1,376226,Athos: Docheiariou,https://pleiades.stoa.org/places/501365,https://www.geonames.org/736414,Docheiariou,58.8,"Athos, Mount: Docheiariou: confirmed its estates to the monastery of  Docheiariou",Does not specify presence,,,,
Alexios,1,376248,Bryai (Chalkidike),,,Docheiariou,83.9,Bryai (Chalkidike): confirmed the donation by <Nikephoros 115> to <Samuel 109> of the proasteion of Rouseou at Bryai (Chalkidike),Does not specify presence,,,,
Alexios,1,253983,Kristobitza (Macedonia),,,Eleousa: Acts,27.14-15,Kristobitza (Macedonia): granted 500 modioi of land to the monastery of the Theotokos Eleousa at Kristobitza (Macedonia),Does not specify presence,,,,
Alexios,1,253984,Veljusa (Macedonia),,https://www.geonames.org/784505,Eleousa: Acts,26.10,Veljusa (Macedonia): granted a chrysobull to the monastery of the Theotokos at Veljusa (Macedonia),Does not specify presence,,,,
Alexios,1,253988,Veljusa (Macedonia),,https://www.geonames.org/784505,Eleousa: Acts,34.20-21,Veljusa (Macedonia): stopped to pray at the monastery of the Theotokos at Veljusa (Macedonia),Does not specify presence,,,,
Alexios,1,253989,Stroumitza (Macedonia),,https://www.geonames.org/785380,Eleousa: Acts,34.18,Stroumitza (Macedonia): campaigned against the Serbs and marched through the theme of Stroumitza (Macedonia),Specifies presence,,,,
Alexios,1,227427,Thessalonike,https://pleiades.stoa.org/places/491741,,Glykas,617.12,Thessalonike: engaged in battle with Basilakes (<Nikephoros 61>) near Thessalonike,Specifies presence near,,,,
Alexios,1,227433,Dyrrachion,https://pleiades.stoa.org/places/573193,,Glykas,619.13,Dyrrachion: campaigned against <Robert 61> and was vanquished at Dyrrachion,Specifies presence / Specifies presence near,,,,
Alexios,1,227439,Nicaea,https://pleiades.stoa.org/places/511268,,Glykas,621.12,Nicaea: was handed back by the Franks (Crusaders) Nicaea,Does not specify presence,,,,
Alexios,1,227441,Constantinople: Hagios Paulos,,,Glykas,621.19,Constantinople: Hagios Paulos: restored the orphanage of  Hagios Paulos,Does not specify presence,,,,
Alexios,1,227445,Philippopolis,https://pleiades.stoa.org/places/216927,,Glykas,623.15,Philippopolis: spent the whole of spring and summer dealing with the Paulicians at Philippopolis,Specifies presence,,,,
Alexios,1,227446,Constantinople: Mangana,,,Glykas,625.19,Constantinople: Mangana: was moved but died at the palace of  Mangana,Specifies presence,,,,
Alexios,1,355775,Constantinople: Embolos,,,Kinnamos,281.3,Constantinople: Embolos: in return for services rendered gave to the Venetians the  Embolon,Specifies presence,,,,
Alexios,1,228429,Lakedaimonia,,,Kleinchroniken,227.2,Lakedaimonia: elevated to metropolitan status the bishop of Lakedaimonia,Dignity,,,,
Alexios,1,228441,Constantinople: Great Palace,,,Kleinchroniken,171.1,Constantinople: Great Palace: entered and was proclaimed in the  Great Palace,Specifies presence,,,,
Alexios,11,228408,Constantinople: Hagia Sophia,https://pleiades.stoa.org/places/307220778,,Kleinchroniken,166.12,Constantinople: Hagia Sophia: sought refuge from the angry mob in the sanctuary of  Hagia Sophia,Specifies presence,,,,
Alexios,11,228409,Constantinople: Hagia Sophia,https://pleiades.stoa.org/places/307220778,,Kleinchroniken,166.12,Constantinople: Hagia Sophia: crowned <Theodora 1> in  Hagia Sophia,Specifies presence,,,,
Alexios,1,255165,Constantinople: Great Palace,,,Kyrillos Phileotes,232,Constantinople: Great Palace: returned from the monastery of <Kyrillos 106> to the  Great Palace,Specifies presence,,,,
Alexios,1,255170,Derkos (Thrace): Christ Saviour,,,Kyrillos Phileotes,232,Derkos (Thrace): Christ Saviour: granted a chrysobull and one pound of gold to the monastery of  Christ Saviour,Does not specify presence,,,,
Alexios,1,255172,Derkos (Thrace): Christ Saviour,,,Kyrillos Phileotes,244,Derkos (Thrace): Christ Saviour: ordered the rebuilding of the delapidated church at the monastery of  Christ Saviour,Does not specify presence,,,,
Alexios,1,339739,Athos: Amalphenon,https://pleiades.stoa.org/places/501365,,Lavra,239.38,Athos: Amalphenon: issued a chrysobull for the monastery of  Amalphenon,Does not specify presence,,,,
Alexios,1,339742,Mesolimna (near Thessalonike),,,Lavra,"246.7, 262.38",Mesolimna (near Thessalonike): granted to <Leon 177> the proasteion of Mesolimna (near Thessalonike),Does not specify presence,,,,
Alexios,1,339750,Mesolimna (near Thessalonike),,,Lavra,"247.28, 262.38",Mesolimna (near Thessalonike): confirmed to <Leon 177> in a chrysobull full possession of the estate of Mesolimna (near Thessalonike),Does not specify presence,,,,
Alexios,1,339752,Kassandra (Chalkidike),,,Lavra,250.12,Kassandra (Chalkidike): granted to his brother <Adrianos 102> the revenues of the peninsula of Kassandra (Chalkidike),Does not specify presence,,,,
Alexios,1,339769,Chostiane (Moglena),,,Lavra,"258.14, 262.28",Chostiane (Moglena): confirmed to <Leon 177> in a chrysobull the chorion of Chostiane (Moglena),Does not specify presence,,,,
Alexios,1,339771,Ano (Macedonia),,,Lavra,262.20,Ano (Macedonia): granted to <Leon 177> the proasteion of Ano (Macedonia),Does not specify presence,,,,
Alexios,1,339781,Ano (Macedonia),,,Lavra,262.57,"Ano (Macedonia): confirmed by chrysobull to the children of <Leon 177> Kephalas (<Anonymi 177>, <Nikephoros 160>) the proasteion of Ano (Macedonia)",Does not specify presence,,,,
Alexios,1,339782,Chostiane (Moglena),,,Lavra,262.57,"Chostiane (Moglena): confirmed by chrysobull to the children of <Leon 177> Kephalas (<Anonymi 177>, <Nikephoros 160>) the chorion of Chostiane (Moglena)",Does not specify presence,,,,
Alexios,1,339783,Mesolimna (near Thessalonike),,,Lavra,262.57,"Mesolimna (near Thessalonike): confirmed by chrysobull to the children of <Leon 177> Kephalas (<Anonymi 177>, <Nikephoros 160>) the proasteion of Mesolimna (near Thessalonike)",Does not specify presence,,,,
Alexios,1,339784,Ta Adrinou (Thrace),,,Lavra,262.56-57,"Ta Adrinou (Thrace): confirmed by chrysobull to the children of <Leon 177> Kephalas (<Anonymi 177>, <Nikephoros 160>) the klasma of 334 modioi at Ta Adrinou (Thrace)",Does not specify presence,,,,
Alexios,1,339829,Barzachanion (Thrace?),,,Lavra,292.12,Barzachanion (Thrace?): returned to the monks of Lavra their proasteion of Barzachanion (Thrace?),Does not specify presence,,,,
Alexios,1,339830,Barzachanion (Thrace?),,,Lavra,293..24,Barzachanion (Thrace?): ordered <Konstantinos 240> to prepare a praktikon and transfer (from Lavra) to the orphanotropheion the proasteion of Barzachanion (Thrace?),Does not specify presence,,,,
Alexios,1,339870,Peristerai (Chalkidike),,,Lavra,304.84,Peristerai (Chalkidike): exempted Lavra from all fiscal obligations on its former proasteion of Peristerai (Chalkidike),Does not specify presence,,,,
Alexios,1,339871,Tzechlianes (Chalkidike),,,Lavra,304.84,Tzechlianes (Chalkidike): exempted Lavra from all fiscal obligations on its former proasteion of Tzechlianes (Chalkidike),Does not specify presence,,,,
Alexios,1,435719,Constantinople: Mangana,,,"Niketas Choniates, Historia",6.29-31,Constantinople: Mangana: played out his death-scene in the luxurious apartments of the Mangana,Specifies presence,,,,
Alexios,1,279502,Patmos,https://pleiades.stoa.org/places/599872,,Patmos: Acts,"2.38.378, 77.3",Patmos: granted to <Christodoulos 101> the entire island of Patmos,Does not specify presence,,,,
Alexios,1,279510,Leros (Aegean),https://pleiades.stoa.org/places/599764,,Patmos: Acts,2.51.8,Leros (Aegean): granted to <Christodoulos 101> properties on the island of Leros (Aegean),Dignity,,,,
Alexios,1,279512,Pantelion (Leros),,https://www.geonames.org/255874,Patmos: Acts,"1.45.47-48, 2.51.6",Pantelion (Leros): granted to <Christodoulos 101> half of the kastron of Pantelion (Leros),Dignity,,,,
Alexios,1,279514,Temenia (Leros),,,Patmos: Acts,"1.45.47, 2.51.7",Temenia (Leros): granted to <Christodoulos 101> the proasteion of Temenia (Leros),Dignity,,,,
Alexios,1,279515,Parthenion (Leros),,https://www.geonames.org/255718,Patmos: Acts,"1.45.47, 2.51.7",Parthenion (Leros): granted to <Christodoulos 101> the proasteion of Parthenion (Leros),Dignity,,,,
Alexios,1,279546,Patmos,https://pleiades.stoa.org/places/599872,,Patmos: Acts,2.77.3,Patmos: exempted from the strateia the epoikoi of Patmos,Does not specify presence,,,,
Alexios,1,279549,Patmos: Theologos,,,Patmos: Acts,"2.91.1, 116.17",Patmos: Theologos: granted an exkousseia on 3 ships belonging to the monastery of  Theologos,Dignity,,,,
Alexios,1,279593,Kos,https://pleiades.stoa.org/places/599581,,Patmos: Acts,1.33.14,Kos: confirmed a chrysobull of <Nikephoros 3> granting to <Christodoulos 101> and his monks 2 properties on Kos,Dignity,,,,
Alexios,1,279596,Constantinople: Pantepoptes (monastery),,,Patmos: Acts,1.44.16,"Constantinople: Pantepoptes (monastery): granted the islands of Leros, Leipsos and Pharmakos to the monastery of  Pantepoptes",Dignity,,,,
Alexios,1,279597,Leros (Aegean),https://pleiades.stoa.org/places/599764,,Patmos: Acts,1.44.15,Leros (Aegean): granted to the monastery of Pantepoptes the island of Leros (Aegean),Dignity,,,,
Alexios,1,279598,Leipsos (Aegean),,https://www.geonames.org/258260,Patmos: Acts,1.44.16,Leipsos (Aegean): granted to the monastery of Pantepoptes the island of Leipsos (Aegean),Dignity,,,,
Alexios,1,279599,Pharmakos (Aegean),https://pleiades.stoa.org/places/599880,,Patmos: Acts,1.44.16,Pharmakos (Aegean): granted to the monastery of Pantepoptes the island of Pharmakos (Aegean),Dignity,,,,
Alexios,1,279600,Leros (Aegean),https://pleiades.stoa.org/places/599764,,Patmos: Acts,1.44.18,Leros (Aegean): granted to the sekreton of the Myrelaion the island of Leros (Aegean),Dignity,,,,
Alexios,1,279601,Leipsos (Aegean),,https://www.geonames.org/258260,Patmos: Acts,1.44.18,Leipsos (Aegean): granted to the sekreton of the Myrelaion the island of Leipsos (Aegean),Dignity,,,,
Alexios,1,279602,Pharmakos (Aegean),https://pleiades.stoa.org/places/599880,,Patmos: Acts,1.44.18,Pharmakos (Aegean): granted to the sekreton of the Myrelaion the island of Pharmakos (Aegean),Dignity,,,,
Alexios,1,279603,Constantinople: Pantepoptes (monastery),,,Patmos: Acts,1.44.20,Constantinople: Pantepoptes (monastery): granted a property of the sekreton of the Myrelaion to the monastery of the Saviour  Pantepoptes,Dignity,,,,
Alexios,1,279612,Leipsos (Aegean),,https://www.geonames.org/258260,Patmos: Acts,1.45.46,Leipsos (Aegean): granted to <Christodoulos 101> the entire island of Leipsos (Aegean),Does not specify presence,,,,
Alexios,1,279615,Patmos,https://pleiades.stoa.org/places/599872,,Patmos: Acts,1.59,Patmos: was requested by <Christodoulos 101> and granted to him the island of Patmos,Does not specify presence,,,,
Alexios,1,279616,Leipsos (Aegean),,https://www.geonames.org/258260,Patmos: Acts,1..61.20,Leipsos (Aegean): allowed <Christodoulos 101> to keep the island of Leipsos (Aegean),Does not specify presence,,,,
Alexios,1,279617,Leros (Aegean),https://pleiades.stoa.org/places/599764,,Patmos: Acts,1.61.20,Leros (Aegean): allowed <Christodoulos 101> to keep his properties on the island of Leros (Aegean),Does not specify presence,,,,
Alexios,1,341858,Kos,https://pleiades.stoa.org/places/599581,,Patmos: Codicil,87,Kos: was to be appealed to by <Theodosios 14102> about the monastery on Kos,Does not specify presence,J 1093 [TAQ],Aleksandar,,"This document was produced in 1093, March 10 and 15."
