Name,Code,Factoid ID,Location,Pleiades,Geonames,Source,Source loc,Description in PBW,RELEVEN location type,Date,Dating authority,Notes
Baldwin,51,431661,Melitene,https://pleiades.stoa.org/places/629039,,Albert of Aachen,IV.6,Melitene: according to <Kerbogha 4001> had captured Melitene,Does not specify presence,,,the source connects this event to the Christians in general
Dukak,4001,431662,Damascus,https://pleiades.stoa.org/places/678106,,Albert of Aachen,IV.8,Damascus: was prince of Damascus,Does not specify presence,,,
Amasa,26102,431684,Curzh,,,Albert of Aachen,IV.8,Curzh: was from Curzh,Does not specify presence,,,
Karageth,26101,431683,Karan,,,Albert of Aachen,IV.8,Karan: was from the town of Karan,Does not specify presence,,,
Radulf,108,431856,Aalst,,,Albert of Aachen,IX.1,Aalst: was from the castle of Aalst,Does not specify presence,,,
Bernard,26103,431869,Galicia (Halych),,,Albert of Aachen,IX.11,Galicia (Halych): was from Galicia (Halych),Does not specify presence,,,
Hadewerk,26101,431871,Westphalia,,,Albert of Aachen,IX.11,Westphalia: was from Westphalia,Does not specify presence,,,
Hardin,26101,431870,England,,,Albert of Aachen,IX.11,England: was from England,Does not specify presence,,,
Baldwin,4007,431935,Caesarea (Palestine),,,Albert of Aachen,IX.16,Caesarea (Palestine): was archbishop of Caesarea (Palestine),Dignity,,,
Daimbert,4001,431873,Jerusalem: Holy Sepulchre,,https://www.geonames.org/8335062,Albert of Aachen,IX.16,Jerusalem: Church of the Holy Sepulchre: was deposed after a council held in the  Church of the Holy Sepulchre,Specifies presence,,,better reference to this moment: IX. 16-17.
Daimbert,4001,431874,Kephallenia,https://pleiades.stoa.org/places/530826,,Albert of Aachen,IX.16,Kephallenia: was convicted for ordering the murder of Greek Christians by the Genoese on Kephallenia,Does not specify presence,,,
Anonymus,26152,431878,Jerusalem: St Mary of the Latins (monastery),https://pleiades.stoa.org/places/687928,,Albert of Aachen,IX.16,Jerusalem: St Mary of the Latins (monastery): was abbot of  St Mary of the Latins (monastery),Dignity,,,
Anonymus,26153,431879,Jerusalem: Valley of Jehosaphat (monastery),https://pleiades.stoa.org/places/687928,,Albert of Aachen,IX.16,Jerusalem: Valley of Jehosaphat (monastery): was abbot of the  Valley of Jehosaphat (monastery),Dignity,,,
Anonymus,26154,431880,Mt Tabor (monastery),,,Albert of Aachen,IX.16,Mt Tabor (monastery): was abbot of Mt Tabor (monastery),Dignity,,,
Robert,26104,431872,Jerusalem: Holy Sepulchre,,https://www.geonames.org/8335062,Albert of Aachen,IX.16,Jerusalem: Church of the Holy Sepulchre: convened a council of <Daimbert 4001> in the  Church of the Holy Sepulchre,Specifies presence,"J 1102, September [TPQ]",source,
Roger,26102,431876,Tarsos (Cilicia),https://pleiades.stoa.org/places/648789,,Albert of Aachen,IX.16,Tarsos: was bishop of Tarsos,Dignity,,,
Evremar,4001,431881,Jerusalem,https://pleiades.stoa.org/places/687928,,Albert of Aachen,IX.17,Jerusalem: was patriarch of Jerusalem,Dignity,,,
Baldwin,51,431882,Acre,https://pleiades.stoa.org/places/678010,,Albert of Aachen,IX.19-20,Acre: made an unsuccessful attack on Acre,Specifies presence,"J 1103, March [TPQ]",source,
Robert,26101,431858,Lydda : Hagios Georgios,,,Albert of Aachen,IX.2,Lydda : Hagios Georgios: announced the destruction of  Hagios Georgios,Does not specify presence,,,
Raymond,61,431883,Jubayl (Byblos),,,Albert of Aachen,IX.26,"Jubayl (Byblos): with Italian maritime help, captured Jubayl (Byblos)",Specifies presence,"J 1104, March",source,
Baldwin,51,431906,Acre,https://pleiades.stoa.org/places/678010,,Albert of Aachen,IX.28,Acre: failed to prevent a perjured massacre at the capture of Acre,Specifies presence,"J 1104, May 26",source,
Anonymus,26140,431884,Acre,https://pleiades.stoa.org/places/678010,,Albert of Aachen,IX.28,Acre: was amir of Acre,Does not specify presence,,,
Raymond,61,431885,Tripoli (Palestine),https://pleiades.stoa.org/places/668394,,Albert of Aachen,IX.32,Tripoli: despite frequent attacks failed to capture Tripoli,Specifies presence,,,
Raymond,61,431886,Tripoli: Mount of the Pilgrims,,,Albert of Aachen,IX.32,"Tripoli: Mount of the Pilgrims: constructed, and was then buried in, the  Mount of the Pilgrims",Specifies presence,"J 1106, February 5 [TPQ]",source,
Chokurmish,26101,431887,"Edessa (Rohas, Mesopotamia)",https://pleiades.stoa.org/places/658457,,Albert of Aachen,IX.39,Edessa: made a massive attack on Edessa,Specifies presence,"J 1104, May",source,more correct reference to the event: IX. 38-39.
Chokurmish,26101,431888,Harran,,,Albert of Aachen,IX.39,Harran: was victorious in the battle of Harran,Specifies presence,"J 1104, May",source,
Hosto,26101,431859,Rivira,,,Albert of Aachen,IX.4,Rivira: was from the castle of Rivira,Does not specify presence,,,
Hugh,26106,431860,Almaz,,,Albert of Aachen,IX.4,Almaz: was from Almaz,Does not specify presence,,,
Baldwin,52,431891,Harran,,,Albert of Aachen,IX.40,Harran: was defeated and captured at the battle of Harran,Specifies presence,"J 1104, May",source,
Benediktos,4001,431890,"Edessa (Rohas, Mesopotamia)",https://pleiades.stoa.org/places/658457,,Albert of Aachen,IX.40,Edessa: was bishop of Edessa,Dignity,,,
Tancred,61,431892,"Edessa (Rohas, Mesopotamia)",https://pleiades.stoa.org/places/658457,,Albert of Aachen,IX.40-41,Edessa: was chosen as replacement for <Baldwin 52> at Edessa,Does not specify presence,,,
Chokurmish,26101,431893,"Edessa (Rohas, Mesopotamia)",https://pleiades.stoa.org/places/658457,,Albert of Aachen,IX.44,Edessa: was beaten off with heavy losses from Edessa,Specifies presence,,,
Sokman,26101,431894,"Edessa (Rohas, Mesopotamia)",https://pleiades.stoa.org/places/658457,,Albert of Aachen,IX.44,Edessa: was beaten off with heavy losses from Edessa,Specifies presence,,,
Anonyma,26109,431895,Khorasan,,,Albert of Aachen,IX.45,Khorasan: was from Khorasan,Does not specify presence,,,
Bernard,4001,431899,Antioch (on the Orontes),https://pleiades.stoa.org/places/658381,,Albert of Aachen,IX.47,Antioch: was patriarch of Antioch,Dignity,,,
Ridwan,4001,431898,Antioch: Orontes bridge,https://pleiades.stoa.org/places/658381,,Albert of Aachen,IX.47,Antioch: Orontes bridge: was defeated by <Tancred 61> near the  Orontes Bridge,Specifies presence,J 1104-1105,source,
Tancred,61,431897,Antioch: Orontes bridge,https://pleiades.stoa.org/places/658381,,Albert of Aachen,IX.47,Antioch: Orontes bridge: won a victory near the  Orontes Bridge,Specifies presence,J 1104-1105,source,
Baldwin,26104,431903,Heestert,,,Albert of Aachen,IX.48,Heestert: was from Heestert,Does not specify presence,,,
Muhammad,26102,431904,Damascus,https://pleiades.stoa.org/places/678106,,Albert of Aachen,IX.48,Damascus: was a pretender to the throne of Damascus,Does not specify presence,,,
Pisellus,26102,431901,Tuorna,,,Albert of Aachen,IX.48,Tuorna: was from Tuorna,Does not specify presence,,,
Lithard,26101,431900,Cambrai,,,Albert of Aachen,IX.49,Cambrai: was from Cambrai,Does not specify presence,,,
Baldwin,51,431861,Ramla (Palestine),,,Albert of Aachen,IX.5,"Ramla: escaped, after the second battle, from the town of Ramla",Specifies presence,,,
Arnulf,26103,431907,Oudenaarde,,,Albert of Aachen,IX.52,Oudenaarde: was lord of the castle at Oudenaarde,Dignity,,,
Arnulf,26103,431908,Jerusalem: St Mary of the Latins,https://pleiades.stoa.org/places/687928,,Albert of Aachen,IX.52,Jerusalem: St Mary of the Latins: was buried in  St Mary of the Latins,Specifies presence,"J 1106, April 30 [TPQ]",source,
Stephanos,4001,431865,Ramla (Palestine),,,Albert of Aachen,IX.5-6,Ramla: died after the second battle of Ramla,Specifies presence,,,
Stephanos,4003,431866,Ramla (Palestine),,,Albert of Aachen,IX.5-6,Ramla: died after the second battle of Ramla,Specifies presence,,,
Conrad,26102,431863,Ramla (Palestine),,,Albert of Aachen,IX.5-6,Ramla: surrendered to the Egyptians in the town of Ramla,Specifies presence,,,
Eudes,26101,431864,Ramla (Palestine),,,Albert of Aachen,IX.5-6,Ramla: surrendered to the Egyptians in the town of Ramla,Specifies presence,,,
Gotmann,26101,431868,Brussels,,,Albert of Aachen,"IX.7, IX.48",Brussels: was from Brussels,Does not specify presence,,,
Adhemar,4001,431685,Antioch: Hagios Petros basilica,https://pleiades.stoa.org/places/658381,,Albert of Aachen,V.1,Antioch: Hagios Petros basilica: cleansed and restored the  Hagios Petros basilica,Specifies presence,,,
Adhemar,4001,431686,Antioch: Chapel of the Theotokos,https://pleiades.stoa.org/places/658381,,Albert of Aachen,V.1,Antioch: Chapel of the Theotokos: held festal processions to the  Chapel of the Theotokos,Does not specify presence,,,the source does not specifically mention Adhémar here
Ioannes,4003,431687,Antioch (on the Orontes),https://pleiades.stoa.org/places/658381,,Albert of Aachen,V.1,Antioch: was patriarch of Antioch,Dignity,,,
Ridwan,4001,431697,Azaz,,https://www.geonames.org/172082,Albert of Aachen,V.10-11,Azaz: had to abort his attack on Azaz,Specifies presence,,,
Godfrey,51,431698,Azaz,,https://www.geonames.org/172082,Albert of Aachen,V.11-12,Azaz: drove <Ridwan 4001> away from Azaz,Specifies presence,,,
Henry,54,431700,Rome,https://pleiades.stoa.org/places/423025,,Albert of Aachen,V.13,Rome: had suffered a plague in Rome,Specifies presence,"JXXXX, August",source,
Godfrey,51,431699,Rome,https://pleiades.stoa.org/places/423025,,Albert of Aachen,V.13,Rome: had suffered a plague in Rome,Specifies presence,"JXXXX, August",source,
Godfrey,51,431701,Ravendel (Syria),,,Albert of Aachen,V.13-14,"Ravendel (Syria): retreated, to avoid the plague, to Ravendel (Syria)",Specifies presence,,,
Balak,4001,431703,Amacha,,,Albert of Aachen,V.18-19,Amacha: tricked <Baldwin 51> into giving him hostages at Amacha,Specifies presence,,,
Baldwin,51,431704,Amacha,,,Albert of Aachen,V.18-19,Amacha: was tricked by <Balak 4001> into giving him hostages at Amacha,Specifies presence,,,
Raymond,61,431706,Antioch (on the Orontes),https://pleiades.stoa.org/places/658381,,Albert of Aachen,V.2,Antioch: contested <Bohemond 61>'s rule over Antioch,Specifies presence,"J 1098, June 28",source,
Shams al-Dawla,26101,431688,Antioch: citadel,https://pleiades.stoa.org/places/658381,,Albert of Aachen,V.2,Antioch: citadel: abandoned the  citadel,Specifies presence,"J 1098, June 28",source,
Godfrey,51,431705,Episcopate,,,Albert of Aachen,V.27,Episcopate: defeated a Turkish ambush at the Episcopate,Specifies presence,,,
Engelrand,4001,431707,Ma'arrat al-Nu'man: Hagios Andreas basilica,,,Albert of Aachen,V.30,MaÂ´arrat al-NuÂ´man: Hagios Andreas basilica: died and was buried in the  Hagios Andreas basilica,Specifies presence,,,
Raymond,61,431710,Jabala,,,Albert of Aachen,V.34-35,Jabala: was bribed to divert the crusaders from Jabala,Does not specify presence,,,
Ammar,101,431714,Tripoli (Palestine),https://pleiades.stoa.org/places/668394,,Albert of Aachen,V.38,Tripoli: was amir of Tripoli,Dignity,,,
Ammar,101,431716,Jubayl (Byblos),,,Albert of Aachen,V.38,Jubayl (Byblos): gave a ransom for Tripoli which would include Jubayl (Byblos),Does not specify presence,,,
Anonymus,26127,431715,Tripoli (Palestine),https://pleiades.stoa.org/places/668394,,Albert of Aachen,V.38,Tripoli: was to guide  the crusaders over passes to the south of Tripoli,Specifies presence,,,
Adhemar,4001,431690,Antioch: Hagios Petros basilica,https://pleiades.stoa.org/places/658381,,Albert of Aachen,V.4,Antioch: Hagios Petros basilica: was buried in the  Hagios Petros basilica,Specifies presence,"J 1098, August 1",source,
Reinhard,4002,431692,Antioch: Hagios Petros basilica,https://pleiades.stoa.org/places/658381,,Albert of Aachen,V.4,"Antioch: Hagios Petros basilica: died of the plague, and was buried in the porch of the  Hagios Petros basilica",Specifies presence,"J 1098, August 1 [TPQ]",source,
Robert,26101,431717,Lydda (Ramla),,,Albert of Aachen,V.42,Lydda (Ramla): was left as bishop of Lydda (Ramla),Specifies presence,,,
Anonyma,26104,431694,Azaz,,https://www.geonames.org/172082,Albert of Aachen,V.5,Azaz: was imprisoned at Azaz,Specifies presence,,,
Anonymus,26124,431693,Azaz,,https://www.geonames.org/172082,Albert of Aachen,V.5,Azaz: was the lord of Azaz,Dignity,,,
Anonymus,26125,431695,Azaz,,https://www.geonames.org/172082,Albert of Aachen,V.5,Azaz: was a mercenary at Azaz,Specifies presence,,,
Muhammad,26101,431696,Antioch (on the Orontes),https://pleiades.stoa.org/places/658381,,Albert of Aachen,V.9,Antioch: went as hostage to Antioch,Specifies presence,,,
Engilbert,4001,431720,Tournai,,,Albert of Aachen,VI.11,Tournai: born in the city of Tournai,Does not specify presence,,,questionable categorisation
Lethold,4001,431721,Tournai,,,Albert of Aachen,VI.11,Tournai: born in the city of Tournai,Does not specify presence,,,questionable categorisation
Raymond,61,431722,"Jerusalem: Sion, mountain and church",,https://www.geonames.org/8354430,Albert of Aachen,VI.12,"Jerusalem: Sion, mountain and church: attacked Jerusalem from  Mt Sion",Does not specify presence,,,the source does not refer to Raymond himself
Engilbert,4001,431724,Jerusalem,https://pleiades.stoa.org/places/687928,,Albert of Aachen,VI.19,Jerusalem: and his brother were the first crusaders to enter Jerusalem,Specifies presence,"J 1099, July 15",source,
Lethold,4001,431723,Jerusalem,https://pleiades.stoa.org/places/687928,,Albert of Aachen,VI.19,Jerusalem: and his brother were the first crusaders to enter Jerusalem,Specifies presence,"J 1099, July 15",source,
Tancred,61,431725,Jerusalem: Dome of the Rock,,https://www.geonames.org/6269612,Albert of Aachen,VI.23,Jerusalem: Dome of the Rock: desecrated and looted the  Dome of the Rock,Specifies presence,"J 1099, July 15",source,
Godfrey,51,431728,Jerusalem: Holy Sepulchre,,https://www.geonames.org/8335062,Albert of Aachen,VI.25,Jerusalem: Church of the Holy Sepulchre: made a barefoot pilgrimage round the city to the  Church of the Holy Sepulchre,Specifies presence,"J 1099, July 15",source,
Tancred,61,431726,Jerusalem: al-Aqsa mosque,,https://www.geonames.org/6269611,Albert of Aachen,VI.28,Jerusalem: al-Aqsa mosque: failed to save his prisoners in the  Al-Aqsa mosque,Does not specify presence,,,
al-Afdal,4001,431729,Egypt,,,Albert of Aachen,VI.31,Egypt: was vizier of Egypt,Dignity,,,
Sokman,26101,431730,Jerusalem,https://pleiades.stoa.org/places/687928,,Albert of Aachen,VI.32,Jerusalem: had been ruler of Jerusalem,Dignity,,,
Godfrey,51,431731,Jerusalem,https://pleiades.stoa.org/places/687928,,Albert of Aachen,VI.33,Jerusalem: was chosen as lord of Jerusalem,Specifies presence,"J 1099, July 17",source,"the editors suggest Friday, 22th July"
Anonymus,26136,431733,Ramla (Palestine),,,Albert of Aachen,VI.42,Ramla: had been governor of Ramla,Does not specify presence,,,
Godfrey,51,431734,Askalon,https://pleiades.stoa.org/places/687839,,Albert of Aachen,VI.45-50,Askalon: won a crushing victory over the Egyptians at Askalon,Specifies presence,"J 1099, August 12",source,
Godfrey,51,431735,Askalon,https://pleiades.stoa.org/places/687839,,Albert of Aachen,VI.51,Askalon: failed to capture the city of Askalon,Specifies presence,,,
Gerard,26104,431738,Avesnes,,,Albert of Aachen,VI.53,Avesnes: came from the castle of Avesnes,Does not specify presence,,,
Raymond,61,431740,Laodikeia (Syria),https://pleiades.stoa.org/places/668290,,Albert of Aachen,VI.55,Laodikeia (Syria): returned (?) to Alexios I the city of Laodikeia (Syria),Does not specify presence,,,
Raymond,61,431742,Laodikeia (Syria),https://pleiades.stoa.org/places/668290,,Albert of Aachen,VI.59,Laodikeia (Syria): flew his own standard over Laodikeia (Syria),Specifies presence,"J 1099, September",source,
Arnulf,4001,431719,Chocques,,,Albert of Aachen,VI.8,Chocques: was from Chocques,Does not specify presence,,,
Anonymus,26138,431747,Caesarea (Cappadocia),https://pleiades.stoa.org/places/629035,,Albert of Aachen,VII.13,Caesarea: was amir of Caesarea,Dignity,,,
Anonymus,26139,431746,Askalon,https://pleiades.stoa.org/places/687839,,Albert of Aachen,VII.13,Askalon: was amir of Askalon,Dignity,,,
Gerard,26104,431748,Hebron,https://pleiades.stoa.org/places/687915,,Albert of Aachen,VII.15,"Hebron: as compensation for suffering,was given Hebron",Does not specify presence,,,
Godfrey,51,431749,Tiberias (Palestine),https://pleiades.stoa.org/places/678431,,Albert of Aachen,VII.16,Tiberias: built a fortress at Tiberias,Does not specify presence,,,
Tancred,61,431750,Tiberias (Palestine),https://pleiades.stoa.org/places/678431,,Albert of Aachen,VII.16,Tiberias: was given the fortress of Tiberias,Does not specify presence,,,the source also tells that Tancred visited Jerusalem from Tiberias
Anonymus,26142,431751,Venice,https://pleiades.stoa.org/places/818739154,,Albert of Aachen,VII.18,Venice: was bishop of Venice,Dignity,,,
Anonymus,26143,431752,Venice,https://pleiades.stoa.org/places/818739154,,Albert of Aachen,VII.18,Venice: was doge (in fact son of the doge) of Venice,Dignity,,,
